date,usdprice
2009-07-15,1.386
2009-08-15,1.577
2009-09-15,1.479
2009-10-15,1.375
2009-11-15,1.369
2009-12-15,1.365
2010-01-15,1.3
2010-02-15,1.172
2010-03-15,1.172
2010-04-15,1.186
2010-05-15,1.17
2010-06-15,1.128
2010-07-15,1.19
2010-08-15,1.244
2010-09-15,1.307
2010-10-15,1.259
2010-11-15,1.274
2010-12-15,1.274
2011-01-15,1.205
2011-02-15,1.251
2011-03-15,1.311
2011-04-15,1.331
2011-05-15,1.37
2011-07-15,1.373
2011-08-15,1.438
2011-09-15,1.366
2011-10-15,1.435
2011-11-15,1.375
2011-12-15,1.398
2012-01-15,1.42
2012-02-15,1.409
2012-03-15,1.424
2012-04-15,1.394
2012-05-15,1.392
2012-06-15,1.367
2012-07-15,1.452
2012-08-15,1.455
2012-09-15,1.397
2012-10-15,1.353
2012-11-15,1.319
2012-12-15,1.341
2013-01-15,1.328
2013-02-15,1.319
2013-03-15,1.362
2013-04-15,1.338
2013-05-15,1.361
2013-06-15,1.335
2013-07-15,1.387
2013-08-15,1.361
2013-09-15,1.396
2013-10-15,1.394
2013-11-15,1.352
2013-12-15,1.384
2014-01-15,1.305
2014-02-15,1.365
2014-03-15,1.357
2014-04-15,1.398
2014-05-15,1.457
2014-06-15,1.47
2014-07-15,1.48
2014-08-15,1.475
2014-09-15,1.461
2014-10-15,1.409
2014-11-15,1.36
2014-12-15,1.375
2015-01-15,1.356
2015-02-15,1.331
2015-03-15,1.307
2015-04-15,1.294
2015-05-15,1.42
2015-06-15,1.403
2015-07-15,1.285
2015-08-15,1.328
2015-09-15,1.235
2015-10-15,1.216
2015-11-15,1.151
2016-01-15,1.079
2016-02-15,1.083
2016-03-15,1.099
2016-04-15,1.13
2016-05-15,1.129
2016-06-15,1.12
2016-07-15,1.121
2016-09-15,1.108
2016-10-15,1.092
2016-11-15,1.041
2016-12-15,1.036
2017-01-15,0.984
2017-02-15,0.965
2017-03-15,0.973
2017-04-15,0.943
2017-05-15,0.964
2017-06-15,0.976
2017-07-15,0.966
2017-08-15,0.965
2017-09-15,0.975
2017-10-15,0.957
2017-11-15,0.946
2017-12-15,0.954
2018-01-15,0.971
2018-02-15,0.994
2018-03-15,0.972
2018-04-15,0.979
2018-05-15,0.969
2018-06-15,0.971
2018-07-15,1.007
2018-08-15,0.993
2018-09-15,1.001
2018-10-15,0.982
2018-11-15,0.972
2018-12-15,0.971
2019-01-15,0.996
2019-02-15,0.97
2020-03-15,0.87
