date,usdprice
2018-03-15,0.457
2018-04-15,0.459
2018-05-15,0.461
2018-06-15,0.447
2018-07-15,0.44
2018-08-15,0.439
2018-09-15,0.424
2018-10-15,0.408
2018-11-15,0.413
2018-12-15,0.477
2019-01-15,0.421
2019-02-15,0.465
2019-03-15,0.473
2019-04-15,0.469
2019-05-15,0.456
2019-06-15,0.45
2019-07-15,0.457
2019-08-15,0.451
2019-09-15,0.449
2019-10-15,0.454
2019-11-15,0.458
2019-12-15,0.465
2020-01-15,0.475
2020-02-15,0.466
2020-03-15,0.448
2020-04-15,0.441
2020-05-15,0.444
2020-06-15,0.454
2020-07-15,0.433
2020-08-15,0.441
2020-09-15,0.459
2020-10-15,0.469
2020-11-15,0.468
2020-12-15,0.466
2021-01-15,0.503
2021-02-15,0.497
2021-03-15,0.521
2021-04-15,0.498
2021-05-15,0.506
2021-06-15,0.488
2021-07-15,0.484
2021-08-15,0.479
2021-09-15,0.479
2021-10-15,0.477
2021-11-15,0.479
2021-12-15,0.472
2022-01-15,0.477
2022-02-15,0.477
2022-03-15,0.473
2022-04-15,0.471
2022-05-15,0.474
2022-06-15,0.473
2022-07-15,0.462
2022-08-15,0.475
2022-09-15,0.475
2022-10-15,0.46
2022-11-15,0.465
2022-12-15,0.462
2023-01-15,0.466
2023-02-15,0.466
2023-03-15,0.477
2023-04-15,0.473
2023-05-15,0.473
2023-06-15,0.482
2023-07-15,0.493
2023-08-15,0.504
2023-09-15,0.512
2023-10-15,0.516
2023-11-15,0.521
2023-12-15,0.524
2024-01-15,0.53
